reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:00.004587,0,1,0,Start,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.058135,0,1,0,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.169888,0,1,1,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.256508,0,1.0,1,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.355734,0,1.0,2,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.429911,0,1.0,2,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.515610,0,1.0,3,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.616038,0,1.0,3,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.702265,0,1.0,4,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.783370,0,1.0,4,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.883800,0,1.0,5,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.957599,0,1.0,5,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.056514,0,1.0,6,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.142842,0,2.0,6,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.241892,0,2.0,7,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.327955,0,2.0,7,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.414778,0,2.0,8,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.501485,0,2.0,8,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.587705,0,2.0,9,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.685768,0,2.0,9,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.784029,0,2.0,10,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.858673,0,2.0,10,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.955846,0,2.0,11,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.041263,0,2.0,11,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.127703,0,2.0,12,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.213420,0,3.0,12,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.300035,0,3.0,13,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.386562,0,3.0,13,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.461593,0,3.0,14,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.572452,0,3.0,14,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.635187,0,3.0,15,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.757503,0,3.0,15,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.819014,0,3.0,16,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.930585,0,3.0,16,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.993195,0,3.0,17,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.105040,0,3.0,17,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.179524,0,3.0,18,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.278431,0,4.0,18,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.351953,0,4.0,19,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.464361,0,4.0,19,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.538800,0,4.0,20,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.638159,0,4.0,20,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.712733,0,4.0,21,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.834842,0,4.0,21,peck,0.7268936761640028,0.3515016685205784,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.909211,0,4.0,22,green,0,0,False
