Time,Operant,Reinforcers,Event,x,y
0:01:42.151878,??,0,click,0.30791788856304986,0.7646076794657763
0:01:46.811245,01,0,click,0.3460410557184751,0.7712854757929883
0:01:47.212969,02,0,click,0.35386119257087,0.8063439065108514
0:01:47.491538,03,0,click,0.3479960899315738,0.7545909849749582
0:01:49.230360,04,0,click,0.3460410557184751,0.6961602671118531
0:01:49.760706,05,0,click,0.3519061583577713,0.7746243739565943
0:01:56.387832,06,0,click,0.3675464320625611,0.7328881469115192
0:01:57.349455,07,0,click,0.2991202346041056,0.7345575959933222
0:01:57.690256,08,0,click,0.3040078201368524,0.7061769616026712
0:01:58.299610,09,0,click,0.34701857282502446,0.7462437395659433
0:01:58.653540,10,0,click,0.32160312805474095,0.7462437395659433
0:01:59.661426,11,0,click,0.30791788856304986,0.7362270450751252
0:02:00.810448,12,0,click,0.3655913978494624,0.7545909849749582
0:02:05.643814,13,0,click,0.2678396871945259,0.7328881469115192
0:02:05.937333,14,0,click,0.31867057673509286,0.7429048414023371
0:02:06.242898,15,0,click,0.3343108504398827,0.7479131886477463
0:02:07.182396,16,0,click,0.35288367546432065,0.11519198664440733
0:02:11.257652,16,0,click,0.27663734115347016,0.7328881469115192
0:02:12.180659,17,0,click,0.3235581622678397,0.7612687813021703
0:02:12.470328,18,0,click,0.3509286412512219,0.7395659432387311
0:02:13.683185,19,0,click,0.3460410557184751,0.8130217028380634
0:02:14.267388,20,0,click,0.34995112414467255,0.7762938230383973
0:02:14.636759,21,0,click,0.3225806451612903,0.7395659432387311
0:02:14.916930,22,0,click,0.34310850439882695,0.7095158597662772
0:02:15.497912,23,0,click,0.34701857282502446,0.7195325542570952
0:02:17.653004,24,0,click,0.2825024437927664,0.7128547579298832
0:02:18.233996,25,0,click,0.32942326490713586,0.7495826377295493
0:02:19.649321,26,0,click,0.33528836754643204,0.67779632721202
0:02:22.192317,27,0,click,0.375366568914956,0.5308848080133556
0:02:22.403346,27,0,click,0.34310850439882695,0.7278797996661102
0:02:22.968875,28,0,click,0.32746823069403713,0.7195325542570952
0:02:23.208406,29,0,click,0.33528836754643204,0.09515859766277124
0:02:23.432458,29,0,click,0.3313782991202346,0.7378964941569282
0:02:24.258241,30,0,click,0.3460410557184751,0.7178631051752922
0:02:24.548965,31,0,click,0.32649071358748777,0.7696160267111853
0:02:25.338692,32,0,click,0.3391984359726295,0.7412353923205341
0:02:25.616471,33,0,click,0.3479960899315738,0.7562604340567612
0:02:25.860060,34,0,click,0.3069403714565005,0.7312186978297162
0:02:26.437554,35,0,click,0.33235581622678395,0.7228714524207012
0:02:27.013273,36,0,click,0.3587487781036168,0.7896494156928213
0:02:27.861391,37,0,click,0.34310850439882695,0.7161936560934892
0:02:28.400901,38,0,click,0.3489736070381232,0.7562604340567612
0:02:30.373365,39,0,click,0.3460410557184751,0.7161936560934892
0:02:30.689814,40,0,click,0.2961876832844575,0.7445742904841403
0:02:30.897777,41,0,click,0.31085043988269795,0.7078464106844742
0:02:32.003137,42,0,click,0.2932551319648094,0.7228714524207012
0:02:32.529135,43,0,click,0.3225806451612903,0.7161936560934892
0:02:33.070933,44,0,click,0.32746823069403713,0.7612687813021703
0:02:33.952144,45,0,click,0.3616813294232649,0.7161936560934892
0:02:34.209705,46,0,click,0.34017595307917886,0.7813021702838063
0:02:34.480399,47,0,click,0.32746823069403713,0.7595993322203672
0:02:35.124032,48,0,click,0.3362658846529814,0.676126878130217
0:02:35.441988,49,0,click,0.3284457478005865,0.7579298831385642
0:02:35.947424,50,0,click,0.34408602150537637,0.1636060100166945
0:02:36.459901,50,0,click,0.3519061583577713,0.7696160267111853
0:02:36.765085,51,0,click,0.3304007820136852,0.7395659432387311
0:02:37.020481,52,0,click,0.35581622678396874,0.7562604340567612
0:02:37.299448,53,0,click,0.30009775171065495,0.7078464106844742
0:02:38.165891,54,0,click,0.3088954056695992,0.7545909849749582
0:02:38.494112,55,0,click,0.32746823069403713,0.7779632721202003
0:02:38.689335,56,0,click,0.32453567937438904,0.7512520868113522
0:02:40.325911,57,0,click,0.34701857282502446,0.7712854757929883
0:02:40.579357,58,0,click,0.31867057673509286,0.7145242070116862
0:02:41.167909,59,0,click,0.3587487781036168,0.21035058430717868
0:02:41.707639,59,0,click,0.3421309872922776,0.7512520868113522
0:03:30.544833,00,1,click,0.3734115347018573,0.646076794657763
0:04:00.335433,00,1,click,0.2873900293255132,0.6026711185308848
0:04:01.354160,01,1,click,0.3597262952101662,0.5475792988313857
0:04:03.330219,01,1,click,0.3519061583577713,0.5826377295492488
0:04:03.590409,01,1,click,0.34408602150537637,0.684474123539232
0:04:04.545683,02,1,click,0.386119257086999,0.5292153589315526
0:04:05.478324,02,1,click,0.31671554252199413,0.7078464106844742
0:04:05.782205,03,1,click,0.36656891495601174,0.5392320534223707
0:04:06.117531,03,1,click,0.2512218963831867,0.662771285475793
0:04:06.481908,04,1,click,0.3255131964809384,0.7646076794657763
0:04:06.710077,05,1,click,0.31378299120234604,0.7161936560934892
0:04:07.028286,06,1,click,0.3069403714565005,0.7479131886477463
0:04:07.369471,07,1,click,0.2825024437927664,0.674457429048414
0:04:07.982487,08,1,click,0.4203323558162268,0.4991652754590985
0:04:08.242648,08,1,click,0.3284457478005865,0.7846410684474123
0:04:08.511190,09,1,click,0.3626588465298143,0.5141903171953255
0:04:08.823894,09,1,click,0.270772238514174,0.7312186978297162
0:04:09.522214,10,1,click,0.30009775171065495,0.7629382303839733
0:04:09.800195,11,1,click,0.3196480938416422,0.7979966611018364
