reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:00.003567,0,1,0,Start,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:01.937001,0,1,0,peck,0.3159722222222222,0.35,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:02.131309,0,1,0,before,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.114433,0,1,0,peck,0.6958333333333333,0.3466666666666667,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.162191,0,1,1,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.249321,0,1.0,1,peck,0.6958333333333333,0.34111111111111114,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.360430,0,1.0,2,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.458646,0,2.0,2,peck,0.6958333333333333,0.3555555555555555,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.545308,0,2.0,3,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.606259,0,2.0,3,peck,0.6965277777777777,0.3911111111111111,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.692733,0,2.0,4,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.753689,0,3.0,4,peck,0.7118055555555556,0.34777777777777774,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.865951,0,3.0,5,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.703628,0,3.0,5,peck,0.3,0.34111111111111114,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.840486,0,3.0,5,before,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.777943,0,3.0,5,peck,0.6958333333333333,0.34111111111111114,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.976052,0,3.0,6,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.025014,0,4.0,6,peck,0.6951388888888889,0.31666666666666665,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.162873,0,4.0,7,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.254642,1,4.0,7,reinforcement,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.260533,1,0,7,blind-peck,0.7118055555555556,0.34111111111111114,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.298094,1,0,1,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.347168,1,1.0,1,blind-peck,0.7118055555555556,0.3566666666666667,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.459087,1,1.0,2,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:11.243900,1,1,2,starting-again,0,0,False
