reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:00.004096,0,1,0,Start,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.426942,0,1,0,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.504516,0,1,1,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:01.938008,0,1.0,1,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.011519,0,1.0,2,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.357527,0,1.0,2,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.444822,0,1.0,3,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.754534,0,2.0,3,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:02.877283,0,2.0,4,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.173286,0,2.0,4,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.285461,0,2.0,5,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.606211,0,3.0,5,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:03.705972,0,3.0,6,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.013718,0,3.0,6,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.136973,0,3.0,7,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.409548,0,4.0,7,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:04.533010,0,4.0,8,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:05.015893,0,4.0,8,peck,0.6984016678248783,0.3348164627363738,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:05.104200,0,4.0,9,green,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:05.203603,1,4.0,9,reinforcement,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:00:10.200317,1,1,9,starting-again,0,0,False
30,[],3,30,5,38,3,100,100,1,,True,False,0:03:52.942255,1,1,9,peck,0.5767894371091036,0.25806451612903225,False
