Time,Operant,Reinforcers,Event,x,y
0:00:04.122902,??,0,click,0.27468230694037143,0.647746243739566
0:00:05.186694,01,0,click,0.3010752688172043,0.7145242070116862
0:00:05.695184,02,0,click,0.3010752688172043,0.7145242070116862
0:00:06.087260,03,0,click,0.3010752688172043,0.7145242070116862
0:00:06.327741,04,0,click,0.3010752688172043,0.7145242070116862
0:00:06.821633,05,1,click,0.3010752688172043,0.7145242070116862
0:00:13.959512,00,1,click,0.2981427174975562,0.7445742904841403
0:00:15.939498,01,1,click,0.3196480938416422,0.7111853088480802
0:00:16.305785,02,1,click,0.34408602150537637,0.7078464106844742
0:00:16.518082,03,1,click,0.3362658846529814,0.7028380634390652
0:00:16.800369,04,1,click,0.3255131964809384,0.6994991652754591
