reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.616402,0,2.0,14,peck,0.6916666666666667,0.14777777777777779,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.625993,0,2.0,14,peck,0.6888888888888889,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.661806,0,2.0,14,peck,0.6895833333333333,0.1444444444444445,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.699497,0,2.0,14,peck,0.6881944444444444,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.723820,0,2.0,14,peck,0.6888888888888889,0.13111111111111107,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.772795,0,2.0,14,peck,0.6881944444444444,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.822187,0,2.0,14,peck,0.6888888888888889,0.13,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.846892,0,2.0,14,peck,0.6881944444444444,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.885012,0,2.0,14,peck,0.6895833333333333,0.13666666666666671,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.920976,0,2.0,14,peck,0.6875,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:58.983286,0,2.0,14,peck,0.6881944444444444,0.13444444444444448,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.020248,0,2.0,14,peck,0.6861111111111111,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.044564,0,2.0,14,peck,0.6868055555555556,0.13111111111111107,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.056761,0,2.0,14,peck,0.6861111111111111,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.063718,0,2.0,14,peck,0.6868055555555556,0.1266666666666667,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.088199,0,2.0,14,peck,0.6861111111111111,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.100758,0,2.0,14,peck,0.6861111111111111,0.11777777777777776,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.125809,0,2.0,14,peck,0.6861111111111111,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.137984,0,2.0,14,peck,0.6861111111111111,0.10777777777777775,False
