reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:00.004587,0,1,0,Start,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.009714,0,1,0,peck,0.6483669214732453,0.33259176863181317,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.318091,0,1,0,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.409966,0,1,1,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.496974,0,1.0,1,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.570738,0,1.0,2,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.656988,0,1.0,2,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.744085,0,1.0,3,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.813546,0,1.0,3,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.913464,0,1.0,4,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:03.988753,0,1.0,4,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.075466,0,1.0,5,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.150348,0,1.0,5,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.249418,0,1.0,6,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.325036,0,1.0,6,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.423217,0,1.0,7,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.485753,0,1.0,7,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.597354,0,1.0,8,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.659514,0,2.0,8,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.771388,0,2.0,9,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.833060,0,2.0,9,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:04.932324,0,2.0,10,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.007348,0,2.0,10,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.106644,0,2.0,11,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.193477,0,2.0,11,peck,0.6733842946490618,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.292748,0,2.0,12,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.379373,0,2.0,12,peck,0.6740792216817234,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.491502,0,2.0,13,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.565209,0,2.0,13,peck,0.6740792216817234,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.663909,0,2.0,14,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.737566,0,2.0,14,peck,0.6740792216817234,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.849434,0,2.0,15,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:05.925025,0,3.0,15,peck,0.6740792216817234,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.023944,0,3.0,16,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.109930,0,3.0,16,peck,0.6740792216817234,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.209480,0,3.0,17,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.283971,0,3.0,17,peck,0.6740792216817234,0.324805339265851,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.395347,0,3.0,18,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.469091,0,3.0,18,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.567274,0,3.0,19,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.653668,0,3.0,19,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.752799,0,3.0,20,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.827431,0,3.0,20,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:06.927327,0,3.0,21,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.013591,0,3.0,21,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.113194,0,3.0,22,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.199352,0,3.0,22,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.299274,0,3.0,23,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.385598,0,4.0,23,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.485147,0,4.0,24,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.571005,0,4.0,24,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.669427,0,4.0,25,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.769019,0,4.0,25,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.855773,0,4.0,26,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:07.942558,0,4.0,26,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.054817,0,4.0,27,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.129222,0,4.0,27,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.227859,0,4.0,28,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.327360,0,4.0,28,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.426942,0,4.0,29,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.513614,0,4.0,29,peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.613307,0,4.0,30,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.702908,1,4.0,30,reinforcement,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.707725,1,0,30,blind-peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.831112,1,0,1,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.905167,1,1.0,1,blind-peck,0.6768589298123697,0.3270300333704116,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:08.980299,1,1.0,2,green,0,0,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:13.707003,1,1,2,starting-again,0,0,False
