Time,Operant,Reinforcers,Event,Hit,x,y
0:01:04.044224,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.30498533724340177,0.7312186978297162
0:01:04.347021,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.30498533724340177,0.7312186978297162
0:01:04.580437,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.3128054740957967,0.7729549248747913
0:01:04.915156,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.3147605083088954,0.7779632721202003
0:01:05.201264,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.30596285434995113,0.8013355592654424
0:01:05.437454,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.2981427174975562,0.7979966611018364
0:01:05.682463,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.29716520039100686,0.7829716193656093
0:01:05.961217,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.29716520039100686,0.7395659432387311
0:01:06.203194,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.30009775171065495,0.7378964941569282
0:01:06.377012,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.31378299120234604,0.7212020033388982
0:01:06.662750,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.34310850439882695,0.6944908180300501
0:01:06.836133,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.3489736070381232,0.6928213689482471
0:01:07.063996,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.3782991202346041,0.6444073455759599
0:01:07.376776,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.4203323558162268,0.6176961602671118
0:01:07.773068,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.3655913978494624,0.6878130217028381
0:01:08.046505,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.3284457478005865,0.7178631051752922
0:01:08.488643,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.29521016617790813,0.7896494156928213
0:01:08.893352,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.25806451612903225,0.7429048414023371
0:01:09.292651,<kivy.uix.label.Label object at 0xa46ae728>,0,click,0.2541544477028348,0.7262103505843072
